estado,nombre,numero,presidente,direccion
Ciudad de México,Lic. Mauricio Orozco González ,86,False,Calle Atlixco número 152 Colonia Hipódromo Condesa Cuauhtémoc Ciudad de México 06170 work
Ciudad de México,Lic. Jorge Alejandro Ochoa Pola ,87,False,Róo Ebro número 80 Colonia Cuauhtémoc Cuauhtémoc Ciudad de México σ½06500 
Ciudad de México,Lic. Adriana Angélica Verde Rocha ,88,False,"Calle Norte 35, número 695, Oficina 212 (Corporativo Vallejo) Colonia Coltongo Azcapotzalco Ciudad de México σ½02630 "
Ciudad de México,Lic. José Francisco Olvera Ruiz ,89,False,Calle Descartes número 109 Colonia Anzures Delegación Miguel Hidalgo Ciudad de México 11590 
Ciudad de México,Lic. Román Victoriano García Bravo ,90,False,Dr. José María Vértiz No. 534 Despacho 102 Colonia Narvarte Oriente Ciudad de México 03020 work
Ciudad de México,Lic. Juan Francisco Ramos Hernández ,91,False,"Av. Insurgentes Sur número 1796, piso 4 Colonia Florida Álvaro Obregón Ciudad de México 01030 "
Ciudad de México,Lic. David José Núñez ,92,False,"José María Pereda 615, Interior 202, Colonia Lomas de Chapultepec Miguel Hidalgo Ciudad de México 11000 work"
Ciudad de México,Lic. Guillermo Rangel Esparza ,93,False,Calle Comunal No. 17 Colonia Agrícola Chimalistac Álvaro Obregón Ciudad de México 01070 work
Ciudad de México,Lic. Magda Talía Aguilar Aldana ,94,False,"Circuito Interior Melchor Ocampo número 193, Torre A Piso 13 oficina 13 – A, Colonia Verónica Anzures Miguel Hidalgo Ciudad de México 11300 work"
Ciudad de México,Lic. Francisco Javier Robles Hue ,95,False,"Calle Ignacio Ramírez 20 piso 1, oficina 103, Colonia Tabacalera Alcaldía Cuauhtémoc Ciudad de México 06030 work"
Chihuahua,Lic. Francisco Torres Arizmendi ,10,True,López Mateos No. 1524- 10 Col. Córdoba Américas Ciudad Juárez Chihuahua 32310 
Chihuahua,Lic. Enrique Medina Reyes ,1,False,Calle Cuarta número 2003 Colonia Centro Chihuahua Chihuahua 31000 
Chihuahua,Mtro. Omar Cayam Valenzuela Escalante ,2,False,Calle Allende número 808 Colonia Centro Chihuahua Chihuahua 31000 
Chihuahua,Lic. Alvaro Campos Chaparro ,3,False,Calle Paseo Bolívar número 501 Colonia Centro Histórico Chihuahua Chihuahua 31000 
Chihuahua,Lic. Jorge Luis Ruiz Martínez ,4,False,"Avenida Paseo Triunfo de la República número 3304, Piso 1 Colonia Partido Escobedo Ciudad Juárez Chihuahua 32330 "
Chihuahua,Lic. Federico Heráclito Hagelsieb Lerma ,5,False,"Avenida Hidalgo número 645, Local 22CP 31500, Altos de Ciudad Cuauhtemoc, Chihuahua Colonia Zona Centro Altos de Ciudad Cuauhtémoc Chihuahua 32000 "
Chihuahua,Lic. José Reyes Ferriz ,6,False,Con licencia de separación
Chihuahua,Lic. Graciela Margarita Puente Escalante ,7,False,Con licencia de separación
Chihuahua,Lic. Verónica Torres Torres ,8,False,"Avenida 20 de Noviembre número 5525, esquina artóculo 39 Colonia Segunda Burócrata Ciudad Juárez Chihuahua 32340 "
Chihuahua,Lic. Gabriel Humberto Sepúlveda Reyes ,9,False,Con licencia de separación
Chihuahua,Lic. Enrique Ángel Marcos Abularach ,11,False,"Edificio Punto Alto E 4, 6 Piso, Calle Centro Ejecutivo, número 5500 Colonia Desarrollo El Saucito Chihuahua Chihuahua 31125 "
Chihuahua,Mtro. Alejandro Burciaga Molinar ,12,False,Paseo Bolóvar número 702 Colonia Centro Chihuahua Chihuahua 31000 
Chiapas,Lic. Jorge David Meléndez González ,3,False,Boulevard Arco Iris número 262 Fraccionamiento Monte Real Tuxtla Gutiérrez Chiapas 29023 work
Chiapas,Lic. Luis Mauricio Ibarrola Serrano ,5,False,Inhabilitado
Colima,Lic. Marco Antonio Barbosa Reyes ,2,True,Colina de los Sauces número 25 Colonia Las Colinas Villa de Álvarez Colima 28979 
Colima,Lic. Elba Leticia Barragán Cárdenas ,1,False,Con licencia de separación
Colima,Lic. Carlos Eduardo Barreda Cedillo ,3,False,Calle Cóndor número 30 Colonia Lomas Verdes Colima Colima 28017 
Colima,Lic. Julio Javier Zenteno Delgado ,4,False,"Avenida Ignacio Sandoval número 1898, Planta Alta Colonia Fraccionamiento Real Vista Hermosa III Colima Colima 28018 "
Coahuila,Lic. Adolfo Quijano Aguirre ,5,True,"Boulevard Nazario Ortiz Garza No. 2060 Piso 4, oficinas 405 a 409 Plaza Santa Isabel Col. Tanque de Peña Saltillo Coahuila 25253 "
Coahuila,Lic. José Jezreel Arredondo Tueme ,2,False,"Calle Niños Héroes número 137 Sur, segundo piso Colonia Centro Torreón Coahuila 27000 "
Coahuila,Mtro. Carlos Lauro Romo Vázquez ,3,False,Avenida Matamoros número 913 Poniente esquina Calle Blanco Altos Colonia Zona Centro Torreón Coahuila 27000 
Coahuila,Lic. Severo Carlos Mendoza Hernández ,4,False,Calle Leona Vicario número 270 Sur Colonia Zona Centro Torreón Coahuila 27000 
Coahuila,Lic. Juan Manuel Barrera Martínez ,6,False,Avenida Morelos número 854 Oriente Colonia Zona Centro Torreón Coahuila 27000 
Coahuila,Lic. Cesar Edmundo Villafranca y González ,7,False,Calle Juan Antonio de la Fuente número 484 Colonia Zona Centro Saltillo Coahuila 25000 
Campeche,Dr. Emilio del Río Pacheco ,4,True,Calle Aldama número 14 Colonia San Román Campeche Campeche 24040 
Campeche,Lic. Perla del Carmen Cortés Madrazo ,3,False,Calle 24 número 46 entre 29 y 29 – A Colonia Centro Ciudad del Carmen Campeche 24100 work
Baja California Sur,Mtra. Romina del Carmen Ruiz Cárdenas ,9,True,"5 de Mayo #211, Local 2 entre Av. Cabo San Lucas y M. Hidalgo Colonia Centro Cabo San Lucas Baja California Sur 23450 "
Baja California Sur,Lic. Miguel Ángel Izquierdo y Viamonte ,1,False,Avenida Revolución de 1910 número 2315 – A (entre las calles de Manuel Pineda y Manuel Márquez de León) Colonia Centro La Paz Baja California Sur 23000 
Baja California Sur,Lic. Francisco Javier Mazoy Camara ,2,False,"Paseo Finisterra número 136, local 6 Colonia Campo de Golf San José del Cabo Baja California Sur 23406 "
Baja California Sur,Lic. María del Pilar García Orozco ,3,False,"Privada Camino Real número 4115, Condominio Caboconquesta Colonia El Médano Cabo San Lucas Baja California Sur 23450 "
Baja California Sur,Lic. Gamill Abelardo Arreola Leal ,4,False,Mariano Abasolo entre Revolución y 20 de noviembre Colonia Centro Cabo San Lucas Baja California Sur 23450 
Baja California Sur,Lic. Manuel Gonzalo Angulo Verdugo ,5,False,"Carretera Transpeninsular Km 31, Plaza Las Palmas, Local 12 Colonia Magisterial San José del Cabo Baja California Sur 23400 "
Baja California Sur,Lic. Alberto Velázquez Cota ,6,False,"Boulevard Lázaro Cárdenas s/n, Edificio Posadas y/o Pioneros, Local 12 SPR. Colonia Centro Cabo San Lucas Baja California Sur 23450 "
Baja California Sur,Lic. José Antonio Alegre Ochoa ,7,False,Calle Ensenada número 2245 – A Colonia Fraccionamiento Perla La Paz Baja California Sur 23040 
Baja California Sur,Lic. Jesús Rafael Méndez Garmendia ,8,False,Calle Melitón Albáñez número 2155 entre Ignacio Allende y Juárez Colonia Fraccionamiento Perla La Paz Baja California Sur 23020 
Baja California Sur,Lic. Francisco Javier Alegre Ortega ,10,False,"Calle Miguel Hidalgo, Número 205, Local 6 Colonia Mariano Matamoros Cabo San Lucas Baja California Sur 23468 "
Baja California,Lic. Eduardo Manuel Ruíz Orozco Pérez ,4,True,Avenida Jesús García número 1400 Colonia Libertad Mexicali Baja California 21030 
Baja California,Lic. Sergio Manuel Murillo Oliva ,1,False,"Avenida Ruiz número 962, locales 13 y 14, Zona Centro Ensenada Baja California 22800 work"
Baja California,Lic. Alberto Ugalde Mendoza ,2,False,Avenida Gral. Vicente Guerrero número 1782 Colonia Nueva Mexicali Baja California 21100 
Baja California,Lic. Pedro Antonio Hernández Castro ,5,False,Avenida de los Álamos número 291 Colonia Fraccionamiento Los Pinos Mexicali Baja California 21230 
Baja California,Lic. Juan Carlos Caropresi Regalado ,7,False,Boulevard de las Americas Oriente número 5370 Colonia Fraccionamiento El Paraíso Tijuana Baja California 22106 
Baja California,Lic. José Guadalupe Gutiérrez Ramírez ,8,False,"Vóa Oriente número 60, Local 4, Módulo 8, Centro Comercial Pueblo Amigo Colonia Zona Róo Tijuana Baja California 22010 "
Baja California,Lic. Sirak Emmanuel Pérez Soltero ,9,False,Avenida Ryerson número 454 Colonia Zona Centro Ensenada Baja California 22800 
Baja California,Lic. Agustin Canett Meza ,11,False,Calle Fresnillo número 2661 Colonia Cacho Tijuana Baja California 22150 
Baja California,Lic. Germán Esquer García ,12,False,"Calle Bogotá número 898, esquina Avenida República de Panamá Colonia Cuauhtémoc Sur Mexicali Baja California 21200 "
Baja California,Lic. Guillermo Caropresi Gómez ,17,False,Boulevard de las Américas Oriente número 5370 Colonia Fraccionamiento El Paraíso Tijuana Baja California 22106 
Baja California,Lic. Rafael Angulo Cebreros ,18,False,Callejón Róo Suchiate número 9937 Colonia Revolución Tijuana Baja California 22015 
Baja California,Lic. Lamberto Manuel Fernández Peralta ,19,False,"Boulevard Sánchez Taboada número 10403, Despacho 506 Zona del Róo Tijuana Baja California 22010 "
Baja California,Mtro. Manuel Irineo Pérez Alarcón ,20,False,Calle Carlos Rovirosa número 3133 – A Colonia Fraccionamiento Aviación Delegación Zona Centro Tijuana Baja California 22014 
Baja California,Lic. Ramón Villegas Villaseñor ,21,False,"Blvd. Venustiano Carranza No. 951, Piso 11, Int. 408 Corporativo Punta Este, Col. Rivera Mexicali Baja California 21259 "
Baja California,Lic. Luis Alberto Montijo Velázquez ,22,False,"Calle Misión de San Javier número 10661, interior 501 Colonia Zona Róo Tijuana Baja California 22010 "
Baja California,Lic. Patricio Orozco Loza ,23,False,Calle Róo Colorado número 9951 Colonia Revolución Tijuana Baja California 22015 
Baja California,Lic. Marie Alicia Diez de Bonilla González ,24,False,Avenida Baños de Agua Caliente número 3640 Colonia 20 de noviembre Tijuana Baja California 22100 
Baja California,Lic. Karla Madrazo Villarreal ,25,False,Calle Dr. Atl número 2084 – suite 601 Colonia Zona Urbana Róo Tijuana Tijuana Baja California 22020 
Baja California,Mtra. Yissel Vidal Orozco ,26,False,"Calle A número 110, local 3 Colonia Segunda Sección Mexicali Baja California 21100 "
Aguascalientes,Lic. Víctor Manuel Delgadillo de la Serna ,13,True,"Sierra Morena número 122, Interior I-A y II-A Colonia Fraccionamiento Bosques del Prado Norte Aguascalientes Aguascalientes 20127 "
Aguascalientes,Lic. Yolanda López Guzmán ,2,False,Calle Juan de Montoro 337 Zona Centro Aguascalientes Aguascalientes 20000 
Aguascalientes,Lic. Miguel Ángel Muñoz González ,3,False,Francisco I. Madero número 251 interior 307 Colonia Centro Aguascalientes Aguascalientes 20000 
Aguascalientes,Lic. Francisco Llamas Esperón ,4,False,Avenida Adolfo López Mateos Oriente número 712 interior 101 Colonia Centro Aguascalientes Aguascalientes 20000 
Aguascalientes,Lic. Javier Eduardo Medina Rodríguez ,6,False,"Avenida Universidad número 1001, 5 piso, Despachos 514 y 515, Edificio Torre Plaza Bosques Colonia Fraccionamiento Bosques del Prado Norte Aguascalientes Aguascalientes 20030 "
Aguascalientes,Lic. Vicente Moreno Rincón ,7,False,Avenida Adolfo López Mateos Oriente número 101 Colonia Barrio de la Estación Aguascalientes Aguascalientes 20259 
Aguascalientes,Lic. Marco Antonio Hernández Medina ,8,False,5 de Febrero número 914 Colonia San Luis Aguascalientes Aguascalientes 20259 
Aguascalientes,Lic. Roberto José Arellano Crespo ,9,False,Avenida Aguascalientes Norte número 413-401 (penthouse) Colonia Fraccionamiento Bosques del Prado Sur Aguascalientes Aguascalientes 20127 
Aguascalientes,Lic. Jesús Zavala Pérez Moreno ,10,False,"Monte Negro número 2017, 1σí Piso (esquina calle Peñuelas) Colonia Fraccionamiento Trojes de Oriente II Aguascalientes Aguascalientes 20115 "
Aguascalientes,Dr. Miguel Ángel Marmolejo Cervantes ,11,False,Avenida Aguascalientes Poniente número 101 – 1 Colonia San Marcos Aguascalientes Aguascalientes 20080 
Aguascalientes,Lic. Francisco Saúl Favela Narváez ,12,False,Sierra del humo 103 Int. 1 Bosques del Prado Sur Aguascalientes Ags. 20130 
Aguascalientes,Lic. José Cabral Moreno ,14,False,Monte Everest número 803 Colonia Los Bosques Aguascalientes Aguascalientes 20120 
Aguascalientes,Mtro. Felipe Muñoz Rodríguez ,15,False,Avenida Aguascalientes Norte No 413 int 401 Bosques del Prado Sur Aguascalientes Aguascalientes 20127 
Aguascalientes,Dr. Alejandro Guízar Tejeda ,16,False,Cale Andes Apeninos 310-B Colonia Los Bosques Aguascalientes Aguascalientes 20120 work
